"ITTER107","Territorio","TIPO_DATO_FOL","Tipo dato","CORREZ","Correzione","SEXISTAT1","Sesso","ETA1","Classe di età","T_BIS","Edizione","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y15-24","15-24 anni","2019M4G30","30-Apr-2019","2019-03","Mar-2019",27.670388,"p","dato provvisorio"
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y15-24","15-24 anni","2019M4G30","30-Apr-2019","2019-03","Mar-2019",30.221889,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y_GE50","50 anni e più","2019M4G30","30-Apr-2019","2019-03","Mar-2019",5.93498,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y35-49","35-49 anni","2019M6G4","04-Giu-2019","2019-03","Mar-2019",9.392283,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y35-49","35-49 anni","2019M6G4","04-Giu-2019","2019-04","Apr-2019",8.650847,"p","dato provvisorio"
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","1","maschi","Y_GE15","15 anni e più","2019M6G4","04-Giu-2019","2019-03","Mar-2019",9.7518,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","1","maschi","Y_GE15","15 anni e più","2019M6G4","04-Giu-2019","2019-04","Apr-2019",9.519864,"p","dato provvisorio"
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y15-64","15-64 anni","2019M6G4","04-Giu-2019","2019-03","Mar-2019",10.419711,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y15-64","15-64 anni","2019M6G4","04-Giu-2019","2019-04","Apr-2019",10.462039,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y15-64","15-64 anni","2019M6G4","04-Giu-2019","2019-03","Mar-2019",10.658644,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y15-64","15-64 anni","2019M6G4","04-Giu-2019","2019-04","Apr-2019",10.642157,"p","dato provvisorio"
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y15-24","15-24 anni","2019M6G4","04-Giu-2019","2019-03","Mar-2019",30.600653,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y15-24","15-24 anni","2019M6G4","04-Giu-2019","2019-04","Apr-2019",31.435732,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y_GE50","50 anni e più","2019M6G4","04-Giu-2019","2019-03","Mar-2019",5.937039,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y_GE50","50 anni e più","2019M6G4","04-Giu-2019","2019-04","Apr-2019",5.905143,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y_GE15","15 anni e più","2019M6G4","04-Giu-2019","2019-03","Mar-2019",10.204636,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y_GE15","15 anni e più","2019M6G4","04-Giu-2019","2019-04","Apr-2019",10.224539,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y50-64","50-64 anni","2019M6G4","04-Giu-2019","2019-03","Mar-2019",6.069225,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y50-64","50-64 anni","2019M6G4","04-Giu-2019","2019-04","Apr-2019",6.156412,"p","dato provvisorio"
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y_GE50","50 anni e più","2019M6G4","04-Giu-2019","2019-03","Mar-2019",5.788223,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y_GE50","50 anni e più","2019M6G4","04-Giu-2019","2019-04","Apr-2019",5.776529,"p","dato provvisorio"
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y_GE15","15 anni e più","2019M6G4","04-Giu-2019","2019-03","Mar-2019",10.507399,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y_GE15","15 anni e più","2019M6G4","04-Giu-2019","2019-04","Apr-2019",10.389969,"p","dato provvisorio"
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y15-34","15-34 anni","2019M6G4","04-Giu-2019","2019-03","Mar-2019",18.99251,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y15-34","15-34 anni","2019M6G4","04-Giu-2019","2019-04","Apr-2019",19.28794,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y15-34","15-34 anni","2019M6G4","04-Giu-2019","2019-03","Mar-2019",18.688675,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y15-34","15-34 anni","2019M6G4","04-Giu-2019","2019-04","Apr-2019",19.927894,"p","dato provvisorio"
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","2","femmine","Y_GE15","15 anni e più","2019M6G4","04-Giu-2019","2019-03","Mar-2019",11.20211,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","2","femmine","Y_GE15","15 anni e più","2019M6G4","04-Giu-2019","2019-04","Apr-2019",11.275186,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y35-49","35-49 anni","2019M6G4","04-Giu-2019","2019-03","Mar-2019",8.539721,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y35-49","35-49 anni","2019M6G4","04-Giu-2019","2019-04","Apr-2019",8.490316,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y15-24","15-24 anni","2019M6G4","04-Giu-2019","2019-03","Mar-2019",27.977184,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y15-24","15-24 anni","2019M6G4","04-Giu-2019","2019-04","Apr-2019",32.747054,"p","dato provvisorio"
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y25-34","25-34 anni","2019M6G4","04-Giu-2019","2019-03","Mar-2019",15.622253,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y25-34","25-34 anni","2019M6G4","04-Giu-2019","2019-04","Apr-2019",15.773466,"p","dato provvisorio"
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y25-34","25-34 anni","2019M6G4","04-Giu-2019","2019-03","Mar-2019",15.220152,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y25-34","25-34 anni","2019M6G4","04-Giu-2019","2019-04","Apr-2019",15.326012,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y50-64","50-64 anni","2019M6G4","04-Giu-2019","2019-03","Mar-2019",6.254083,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y50-64","50-64 anni","2019M6G4","04-Giu-2019","2019-04","Apr-2019",6.276157,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","1","maschi","Y_GE15","15 anni e più","2019M6G4","04-Giu-2019","2019-03","Mar-2019",9.458816,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","1","maschi","Y_GE15","15 anni e più","2019M6G4","04-Giu-2019","2019-04","Apr-2019",9.437224,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","2","femmine","Y_GE15","15 anni e più","2019M6G4","04-Giu-2019","2019-03","Mar-2019",11.515569,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","2","femmine","Y_GE15","15 anni e più","2019M6G4","04-Giu-2019","2019-04","Apr-2019",11.538118,"p","dato provvisorio"
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y35-49","35-49 anni","2019M7G1","01-Lug-2019","2019-03","Mar-2019",9.392283,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y35-49","35-49 anni","2019M7G1","01-Lug-2019","2019-04","Apr-2019",8.650847,"p","dato provvisorio"
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y35-49","35-49 anni","2019M7G1","01-Lug-2019","2019-05","Mag-2019",8.485062,"p","dato provvisorio"
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y_GE50","50 anni e più","2019M7G1","01-Lug-2019","2019-03","Mar-2019",5.826096,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y_GE50","50 anni e più","2019M7G1","01-Lug-2019","2019-04","Apr-2019",5.781322,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y_GE50","50 anni e più","2019M7G1","01-Lug-2019","2019-05","Mag-2019",5.502007,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","1","maschi","Y_GE15","15 anni e più","2019M7G1","01-Lug-2019","2019-03","Mar-2019",9.392789,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","1","maschi","Y_GE15","15 anni e più","2019M7G1","01-Lug-2019","2019-04","Apr-2019",9.356148,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","1","maschi","Y_GE15","15 anni e più","2019M7G1","01-Lug-2019","2019-05","Mag-2019",9.223623,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y25-34","25-34 anni","2019M7G1","01-Lug-2019","2019-03","Mar-2019",15.131485,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y25-34","25-34 anni","2019M7G1","01-Lug-2019","2019-04","Apr-2019",15.199909,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y25-34","25-34 anni","2019M7G1","01-Lug-2019","2019-05","Mag-2019",14.867412,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","2","femmine","Y_GE15","15 anni e più","2019M7G1","01-Lug-2019","2019-03","Mar-2019",11.515569,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","2","femmine","Y_GE15","15 anni e più","2019M7G1","01-Lug-2019","2019-04","Apr-2019",11.538118,"p","dato provvisorio"
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","2","femmine","Y_GE15","15 anni e più","2019M7G1","01-Lug-2019","2019-05","Mag-2019",10.233697,"p","dato provvisorio"
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y15-64","15-64 anni","2019M7G1","01-Lug-2019","2019-03","Mar-2019",10.348236,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y15-64","15-64 anni","2019M7G1","01-Lug-2019","2019-04","Apr-2019",10.37563,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y15-64","15-64 anni","2019M7G1","01-Lug-2019","2019-05","Mag-2019",10.139096,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y_GE50","50 anni e più","2019M7G1","01-Lug-2019","2019-03","Mar-2019",5.788223,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y_GE50","50 anni e più","2019M7G1","01-Lug-2019","2019-04","Apr-2019",5.776529,"p","dato provvisorio"
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y_GE50","50 anni e più","2019M7G1","01-Lug-2019","2019-05","Mag-2019",5.166401,"p","dato provvisorio"
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y50-64","50-64 anni","2019M7G1","01-Lug-2019","2019-03","Mar-2019",6.069225,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y50-64","50-64 anni","2019M7G1","01-Lug-2019","2019-04","Apr-2019",6.156412,"p","dato provvisorio"
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y50-64","50-64 anni","2019M7G1","01-Lug-2019","2019-05","Mag-2019",5.426067,"p","dato provvisorio"
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","1","maschi","Y_GE15","15 anni e più","2019M7G1","01-Lug-2019","2019-03","Mar-2019",9.7518,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","1","maschi","Y_GE15","15 anni e più","2019M7G1","01-Lug-2019","2019-04","Apr-2019",9.519864,"p","dato provvisorio"
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","1","maschi","Y_GE15","15 anni e più","2019M7G1","01-Lug-2019","2019-05","Mag-2019",9.05394,"p","dato provvisorio"
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y35-49","35-49 anni","2019M7G1","01-Lug-2019","2019-03","Mar-2019",8.548469,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y35-49","35-49 anni","2019M7G1","01-Lug-2019","2019-04","Apr-2019",8.498996,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y35-49","35-49 anni","2019M7G1","01-Lug-2019","2019-05","Mag-2019",8.54804,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y15-64","15-64 anni","2019M7G1","01-Lug-2019","2019-03","Mar-2019",10.658644,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y15-64","15-64 anni","2019M7G1","01-Lug-2019","2019-04","Apr-2019",10.642157,"p","dato provvisorio"
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y15-64","15-64 anni","2019M7G1","01-Lug-2019","2019-05","Mag-2019",9.779565,"p","dato provvisorio"
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y15-34","15-34 anni","2019M7G1","01-Lug-2019","2019-03","Mar-2019",18.857571,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y15-34","15-34 anni","2019M7G1","01-Lug-2019","2019-04","Apr-2019",19.109486,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y15-34","15-34 anni","2019M7G1","01-Lug-2019","2019-05","Mag-2019",18.67594,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y_GE15","15 anni e più","2019M7G1","01-Lug-2019","2019-03","Mar-2019",10.130995,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y_GE15","15 anni e più","2019M7G1","01-Lug-2019","2019-04","Apr-2019",10.135299,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y_GE15","15 anni e più","2019M7G1","01-Lug-2019","2019-05","Mag-2019",9.933948,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y15-24","15-24 anni","2019M7G1","01-Lug-2019","2019-03","Mar-2019",27.977184,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y15-24","15-24 anni","2019M7G1","01-Lug-2019","2019-04","Apr-2019",32.747054,"p","dato provvisorio"
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y15-24","15-24 anni","2019M7G1","01-Lug-2019","2019-05","Mag-2019",29.498785,"p","dato provvisorio"
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y15-24","15-24 anni","2019M7G1","01-Lug-2019","2019-03","Mar-2019",30.340172,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y15-24","15-24 anni","2019M7G1","01-Lug-2019","2019-04","Apr-2019",31.10438,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y15-24","15-24 anni","2019M7G1","01-Lug-2019","2019-05","Mag-2019",30.453892,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","2","femmine","Y_GE15","15 anni e più","2019M7G1","01-Lug-2019","2019-03","Mar-2019",11.120666,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","2","femmine","Y_GE15","15 anni e più","2019M7G1","01-Lug-2019","2019-04","Apr-2019",11.177775,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","2","femmine","Y_GE15","15 anni e più","2019M7G1","01-Lug-2019","2019-05","Mag-2019",10.890591,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y50-64","50-64 anni","2019M7G1","01-Lug-2019","2019-03","Mar-2019",6.142196,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y50-64","50-64 anni","2019M7G1","01-Lug-2019","2019-04","Apr-2019",6.151715,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y50-64","50-64 anni","2019M7G1","01-Lug-2019","2019-05","Mag-2019",5.741979,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y25-34","25-34 anni","2019M7G1","01-Lug-2019","2019-03","Mar-2019",15.622253,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y25-34","25-34 anni","2019M7G1","01-Lug-2019","2019-04","Apr-2019",15.773466,"p","dato provvisorio"
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y25-34","25-34 anni","2019M7G1","01-Lug-2019","2019-05","Mag-2019",14.248486,"p","dato provvisorio"
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y_GE15","15 anni e più","2019M7G1","01-Lug-2019","2019-03","Mar-2019",10.507399,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y_GE15","15 anni e più","2019M7G1","01-Lug-2019","2019-04","Apr-2019",10.389969,"p","dato provvisorio"
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y_GE15","15 anni e più","2019M7G1","01-Lug-2019","2019-05","Mag-2019",9.555911,"p","dato provvisorio"
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y15-34","15-34 anni","2019M7G1","01-Lug-2019","2019-03","Mar-2019",18.688675,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y15-34","15-34 anni","2019M7G1","01-Lug-2019","2019-04","Apr-2019",19.927894,"p","dato provvisorio"
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y15-34","15-34 anni","2019M7G1","01-Lug-2019","2019-05","Mag-2019",17.891323,"p","dato provvisorio"
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y15-24","15-24 anni","2019M7G31","31-Lug-2019","2019-03","Mar-2019",29.880057,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y15-24","15-24 anni","2019M7G31","31-Lug-2019","2019-04","Apr-2019",30.368217,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y15-24","15-24 anni","2019M7G31","31-Lug-2019","2019-05","Mag-2019",29.656066,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y15-24","15-24 anni","2019M7G31","31-Lug-2019","2019-06","Giu-2019",28.148391,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y50-64","50-64 anni","2019M7G31","31-Lug-2019","2019-03","Mar-2019",6.069225,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y50-64","50-64 anni","2019M7G31","31-Lug-2019","2019-04","Apr-2019",6.156412,"p","dato provvisorio"
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y50-64","50-64 anni","2019M7G31","31-Lug-2019","2019-05","Mag-2019",5.426067,"p","dato provvisorio"
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y50-64","50-64 anni","2019M7G31","31-Lug-2019","2019-06","Giu-2019",5.388789,"p","dato provvisorio"
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y15-64","15-64 anni","2019M7G31","31-Lug-2019","2019-03","Mar-2019",10.658644,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y15-64","15-64 anni","2019M7G31","31-Lug-2019","2019-04","Apr-2019",10.642157,"p","dato provvisorio"
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y15-64","15-64 anni","2019M7G31","31-Lug-2019","2019-05","Mag-2019",9.779565,"p","dato provvisorio"
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y15-64","15-64 anni","2019M7G31","31-Lug-2019","2019-06","Giu-2019",9.385755,"p","dato provvisorio"
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y50-64","50-64 anni","2019M7G31","31-Lug-2019","2019-03","Mar-2019",6.110792,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y50-64","50-64 anni","2019M7G31","31-Lug-2019","2019-04","Apr-2019",6.073903,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y50-64","50-64 anni","2019M7G31","31-Lug-2019","2019-05","Mag-2019",5.665963,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y50-64","50-64 anni","2019M7G31","31-Lug-2019","2019-06","Giu-2019",5.528409,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y_GE15","15 anni e più","2019M7G31","31-Lug-2019","2019-03","Mar-2019",10.07906,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y_GE15","15 anni e più","2019M7G31","31-Lug-2019","2019-04","Apr-2019",10.043326,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y_GE15","15 anni e più","2019M7G31","31-Lug-2019","2019-05","Mag-2019",9.839983,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y_GE15","15 anni e più","2019M7G31","31-Lug-2019","2019-06","Giu-2019",9.740377,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y_GE15","15 anni e più","2019M7G31","31-Lug-2019","2019-03","Mar-2019",10.507399,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y_GE15","15 anni e più","2019M7G31","31-Lug-2019","2019-04","Apr-2019",10.389969,"p","dato provvisorio"
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y_GE15","15 anni e più","2019M7G31","31-Lug-2019","2019-05","Mag-2019",9.555911,"p","dato provvisorio"
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y_GE15","15 anni e più","2019M7G31","31-Lug-2019","2019-06","Giu-2019",9.249413,"p","dato provvisorio"
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y15-34","15-34 anni","2019M7G31","31-Lug-2019","2019-03","Mar-2019",18.688675,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y15-34","15-34 anni","2019M7G31","31-Lug-2019","2019-04","Apr-2019",19.927894,"p","dato provvisorio"
